QUERY	SUBJECT	QUERY_LEN(1)	SUBJECT_LEN(1)	ALN_LEN(1)	IDENTITIES(1)	POSITIVES(1)	GAPS(1)	FRAME(1)	QUERY_LEN(2)	SUBJECT_LEN(2)	ALN_LEN(2)	IDENTITIES(2)	POSITIVES(2)	GAPS(2)	FRAME(2)	SCORE(1)	E-VALUE(1)	FRAGMENTS(1)	SCORE(2)	E-VALUE(2)	FRAGMENTS(2)
XLOC_021146	SpisGene3760	320	806	295	265	274	0	+2/+3	806	320	295	265	274	0	+3/+2	618	3e-170	2	618	8e-170	2
XLOC_021147	SpisGene3761	1598	3127	1296	1005	1066	0	-3/-2	3127	1598	1245	1009	1068	0	+2/+2	2213	0.0	9	2239	0.0	9
XLOC_021148	SpisGene3763	856	1008	512	372	414	0	-3/-1	1008	856	513	367	414	0	-1/-1	865	7e-160	15	850	4e-156	15
XLOC_021150	SpisGene3764	1682	1241	489	424	448	0	+2/+2	1241	1682	615	500	546	0	+3/+1	1045	0.0	6	1231	0.0	8
XLOC_021154	SpisGene3765	771	601	384	321	348	0	+1/+1	601	771	398	330	359	0	+1/+1	770	0.0	3	770	0.0	3
XLOC_021157	SpisGene10200	716	886	618	478	528	0	+1/+1	886	716	624	488	536	0	+2/+2	1186	0.0	11	1182	0.0	10
XLOC_021158	SpisGene10199	336	642	152	138	146	0	+1/+1	642	336	152	138	146	0	+1/+1	346	6e-95	1	346	1e-94	1
XLOC_021159	SpisGene10197	2085	1412	1117	937	990	0	+2/+2	1412	2085	1118	939	992	0	-3/-2	2190	0.0	13	2174	0.0	15
XLOC_021160	SpisGene10196	2147	760	621	503	552	0	+2/+3	760	2147	591	478	522	0	+3/+2	1219	0.0	9	1152	0.0	10
XLOC_021161	SpisGene10193	1282	457	226	208	216	0	-1/+1	457	1282	242	222	231	0	+1/-1	503	4e-135	2	500	2e-141	1
XLOC_021194	SpisGene13300	810	165	87	59	66	0	-2/-3	165	810	87	59	66	0	-3/-2	146	2e-34	1	146	4e-35	1
XLOC_021195	SpisGene1951	997	1039	593	384	467	0	+3/+3	1039	997	579	377	456	0	+3/+3	952	0.0	4	888	0.0	4
XLOC_021213	SpisGene18900	895	170	169	145	152	0	-3/-2	170	895	169	159	161	0	-2/-3	328	8e-83	2	380	3e-99	2
XLOC_021214	SpisGene18899	487	407	392	333	356	0	-3/-3	407	487	390	354	365	0	+2/+2	829	0.0	5	784	0.0	5
XLOC_021215	SpisGene18898	521	905	433	389	406	0	+3/+1	905	521	433	391	405	0	+1/+3	907	0.0	2	889	0.0	2
XLOC_021219	SpisGene18897	1395	1066	738	654	698	0	+1/+3	1066	1395	783	673	726	0	+1/+3	1511	0.0	5	1594	0.0	6
XLOC_021220	SpisGene18896	2021	1315	1185	1026	1063	0	-2/-2	1315	2021	1173	942	990	0	+1/+2	2221	0.0	9	2010	0.0	5
XLOC_021221	SpisGene18894	440	483	273	199	228	0	+3/+2	483	440	273	199	228	0	+2/+3	471	5e-115	4	465	4e-113	4
XLOC_021222	SpisGene18891	1529	621	441	406	423	0	+3/+2	621	1529	441	406	423	0	+2/+3	976	0.0	3	976	0.0	3
XLOC_021226	SpisGene5677	825	811	592	496	523	0	+3/+1	811	825	618	509	536	0	+1/+3	1193	0.0	10	1224	0.0	11
XLOC_021227	SpisGene5680	259	281	222	179	194	0	+1/+1	281	259	220	178	193	0	+1/+1	439	8e-107	4	439	2e-106	4
XLOC_021228	SpisGene5685	2239	555	479	449	469	0	+1/+1	555	2239	476	447	467	0	+1/+1	1055	0.0	5	1053	0.0	5
XLOC_021229	SpisGene5686	1754	814	571	464	513	0	+2/+2	814	1754	586	483	532	0	+1/+3	1130	0.0	7	1170	0.0	8
XLOC_021230	SpisGene5688	2319	2806	2107	1921	1985	0	+1/+1	2806	2319	2034	1871	1930	0	+1/+1	4538	0.0	13	4364	0.0	14
XLOC_021233	SpisGene5690	785	609	452	411	432	0	+2/+1	609	785	452	411	432	0	+1/+2	1006	0.0	3	995	0.0	3
XLOC_021234	SpisGene5692	753	705	552	470	500	0	+3/+1	705	753	527	453	479	0	+1/+3	1116	0.0	3	1100	0.0	3
XLOC_021235	SpisGene5694	1435	776	504	392	433	0	+1/+1	776	1435	513	399	443	0	+1/+1	960	0.0	9	971	0.0	8
XLOC_021236	SpisGene5696	364	264	145	132	140	0	+3/+1	264	364	152	123	133	0	+3/+2	292	9e-79	1	311	2e-84	1
XLOC_021238	SpisGene18901	772	1288	640	531	570	0	+3/+3	1288	772	686	568	621	0	+1/+1	1237	0.0	5	1328	0.0	5
XLOC_021243	SpisGene18895	735	1304	431	378	407	0	+1/+2	1304	735	445	388	420	0	+1/+3	922	0.0	2	956	0.0	3
XLOC_021244	SpisGene18892	1387	536	239	198	219	0	+1/+1	536	1387	239	198	219	0	+1/+1	473	2e-124	2	473	7e-125	2
XLOC_021245	SpisGene5675	575	423	186	165	177	0	+3/+1	423	575	211	177	194	0	+1/+3	419	3e-96	4	442	4e-103	4
XLOC_021246	SpisGene5676	832	856	480	439	456	0	+1/+1	856	832	480	439	456	0	+1/+1	1090	0.0	2	1086	0.0	2
XLOC_021248	SpisGene5679	1229	1016	851	637	696	0	-2/-2	1016	1229	904	704	775	0	+3/+2	1484	0.0	17	1583	0.0	17
XLOC_021249	SpisGene5683	226	185	99	77	84	0	-1/-1	185	226	99	77	84	0	-1/-1	180	1e-38	2	180	8e-39	2
XLOC_021250	SpisGene5684	200	175	118	103	108	0	-3/-2	175	200	118	103	108	0	-2/-3	253	3e-61	2	253	3e-61	2
XLOC_021253	SpisGene5693	1486	661	300	264	286	0	+1/+2	661	1486	305	270	292	0	+1/+3	630	4e-156	5	649	3e-162	5
XLOC_021255	SpisGene5695	1076	439	217	192	204	0	+2/+1	439	1076	217	192	204	0	+1/+2	446	1e-124	1	446	4e-125	1
XLOC_021274	SpisGene5701	3638	790	643	535	571	0	-3/-2	790	3638	682	549	588	0	-2/-3	1265	0.0	6	1300	0.0	5
XLOC_021275	SpisGene5697	1314	850	806	605	683	0	+3/+2	850	1314	807	623	686	0	+2/+3	1476	0.0	12	1465	0.0	12
XLOC_021276	SpisGene5705	432	658	312	271	291	0	+3/+1	658	432	312	271	291	0	+1/+3	681	0.0	2	658	0.0	2
XLOC_021285	SpisGene16373	1157	1604	719	565	630	0	+3/+3	1604	1157	648	520	574	0	+1/+1	1386	0.0	6	1229	0.0	5
XLOC_021298	SpisGene19186	1379	578	550	468	501	0	+2/+1	578	1379	550	468	501	0	+1/+2	1107	0.0	7	1107	0.0	7
XLOC_021299	SpisGene19184	944	1158	822	702	736	0	+2/+1	1158	944	827	720	749	0	+2/+1	1703	0.0	8	1669	0.0	8
XLOC_021301	SpisGene10403	834	645	486	422	439	0	-3/-3	645	834	492	428	445	0	-1/-3	986	0.0	6	1005	0.0	7
XLOC_021303	SpisGene10407	855	548	276	219	235	0	+1/+3	548	855	288	230	247	0	+3/+1	507	2e-132	3	535	9e-141	3
XLOC_021306	SpisGene10412	780	424	424	400	408	0	+2/+1	424	780	424	400	408	0	+1/+2	1009	0.0	1	1009	0.0	1
XLOC_021308	SpisGene10417	1404	1237	1040	799	887	0	+3/+1	1237	1404	1008	776	863	0	+1/+2	1848	0.0	14	1870	0.0	15
XLOC_021310	SpisGene10422	1673	323	290	284	288	0	+3/+1	323	1673	283	278	281	0	+1/+3	707	0.0	3	694	0.0	3
XLOC_021313	SpisGene10423	1708	1681	1313	1003	1107	0	+3/+3	1681	1708	1313	1014	1118	0	+3/+3	2372	0.0	10	2309	0.0	11
XLOC_021314	SpisGene10424	898	715	708	589	636	0	+1/+2	715	898	703	588	633	0	+2/+1	1387	0.0	10	1326	0.0	10
XLOC_021315	SpisGene10425	530	308	290	240	257	0	+3/+1	308	530	312	255	277	0	+1/+3	585	3e-154	3	565	2e-154	2
XLOC_021316	SpisGene10426	591	496	421	337	367	0	+2/+3	496	591	405	295	331	0	-1/-1	800	0.0	7	716	5e-172	6
XLOC_021317	SpisGene10427	232	287	141	112	121	0	+1/+2	287	232	141	130	131	0	-2/-3	268	8e-72	1	301	1e-81	1
XLOC_021318	SpisGene10428	428	418	350	310	329	0	+2/+2	418	428	387	289	320	0	-2/-3	711	0.0	5	664	4e-172	4
XLOC_021319	SpisGene10429	526	382	364	305	327	0	+1/+1	382	526	364	305	327	0	+1/+1	681	0.0	2	737	0.0	2
XLOC_021320	SpisGene10430	1300	695	358	284	307	0	+1/+2	695	1300	350	277	300	0	+3/+2	716	4e-169	6	684	8e-160	6
XLOC_021321	SpisGene10432	469	904	247	173	193	0	+1/+1	904	469	264	187	207	0	+1/+1	426	8e-104	3	458	3e-113	3
XLOC_021322	SpisGene10433	409	433	360	285	309	0	+3/+2	433	409	361	292	318	0	+2/+3	698	8e-168	6	720	1e-177	6
XLOC_021323	SpisGene10435	1180	976	869	632	716	0	+1/+1	976	1180	829	612	686	0	+2/+3	1498	0.0	8	1419	0.0	5
XLOC_021324	SpisGene10437	458	657	231	160	182	0	+1/+1	657	458	247	169	192	0	+1/+1	399	7e-90	4	420	6e-96	4
XLOC_021325	SpisGene10440	346	209	202	183	190	0	+1/+3	209	346	202	183	190	0	+3/+1	457	5e-122	2	456	8e-122	2
XLOC_021329	SpisGene19190	185	186	182	151	157	0	+2/+1	186	185	167	144	150	0	+2/+1	358	1e-86	3	339	8e-87	2
XLOC_021330	SpisGene19188	1589	478	478	407	435	0	+3/+1	478	1589	478	407	435	0	+1/+3	963	0.0	2	963	0.0	2
XLOC_021331	SpisGene19187	1143	916	821	663	721	0	+2/+2	916	1143	814	599	679	0	+2/+2	1477	0.0	12	1450	0.0	12
XLOC_021332	SpisGene19185	454	811	285	252	269	0	+1/+1	811	454	285	252	269	0	+1/+1	618	6e-169	2	618	1e-168	2
XLOC_021334	SpisGene19183	132	351	72	59	66	0	+2/+1	351	132	72	59	66	0	+1/+2	148	7e-36	1	148	3e-35	1
XLOC_021335	SpisGene10406	607	454	430	345	364	0	-1/-2	454	607	388	330	346	0	+1/+2	811	0.0	8	770	0.0	7
XLOC_021336	SpisGene10415	690	462	219	206	212	0	+3/+3	462	690	219	206	212	0	+3/+3	504	3e-142	1	504	2e-142	1
XLOC_021338	SpisGene10419	948	427	409	361	386	0	+3/+1	427	948	411	363	388	0	+1/+3	867	0.0	2	921	0.0	2
XLOC_021339	SpisGene10421	737	682	221	165	187	0	+1/+1	682	737	197	151	169	0	+1/+1	403	3e-72	7	375	6e-71	6
XLOC_021341	SpisGene10439	333	485	165	117	128	0	-3/-2	485	333	279	168	190	0	-2/-3	279	5e-59	4	368	1e-78	5
XLOC_021364	SpisGene10410	834	1292	582	477	516	0	-3/-1	1292	834	579	475	513	0	-1/-3	1150	0.0	6	1150	0.0	7
XLOC_021365	SpisGene10411	461	793	410	329	362	0	+1/+3	793	461	415	334	369	0	+1/+2	809	0.0	2	818	0.0	2
XLOC_021382	SpisGene15488	922	616	511	432	459	0	+1/+2	616	922	544	458	487	0	+2/+1	983	0.0	5	1001	0.0	4
XLOC_021384	SpisGene15486	1468	381	310	257	277	0	+2/+3	381	1468	310	267	280	0	+3/+2	578	9e-158	2	558	3e-146	3
XLOC_021385	SpisGene15480	1384	1155	1118	891	951	0	-3/-1	1155	1384	845	586	664	0	-1/-3	1940	0.0	4	1296	0.0	3
XLOC_021386	SpisGene15479	245	517	206	126	163	0	+3/+1	517	245	206	126	163	0	+1/+3	328	2e-83	2	328	5e-83	2
XLOC_021387	SpisGene15489	1378	1012	928	797	849	0	+3/+3	1012	1378	907	765	818	0	+2/+1	1819	0.0	8	1771	0.0	8
XLOC_021388	SpisGene15487	1521	345	166	155	161	0	+1/+2	345	1521	204	162	172	0	+1/+3	375	3e-95	2	376	4e-89	3
XLOC_021389	SpisGene15485	1412	539	502	465	482	0	+3/+1	539	1412	505	468	485	0	+1/+3	1028	0.0	2	1001	0.0	2
XLOC_021391	SpisGene15481	1901	553	488	398	430	0	+2/+3	553	1901	498	405	441	0	+1/+3	965	0.0	4	1011	0.0	4
XLOC_021401	SpisGene13440	386	283	264	222	238	0	+3/+1	283	386	264	222	238	0	+1/+3	515	4e-132	3	509	2e-130	3
XLOC_021414	SpisGene9115	883	601	528	351	400	0	+1/+1	601	883	492	324	358	0	-1/-1	771	0.0	8	768	5e-177	9
XLOC_021415	SpisGene9113	1030	1172	665	520	559	0	-2/-1	1172	1030	662	601	639	0	+1/+1	1178	0.0	1	1427	0.0	1
XLOC_021416	SpisGene9112	1090	1847	631	558	593	0	+2/+1	1847	1090	631	558	593	0	+1/+2	1289	0.0	1	1355	0.0	1
XLOC_021417	SpisGene9111	1822	1790	1629	1356	1452	0	+1/+2	1790	1822	1605	1341	1438	0	+2/+1	3152	0.0	15	3161	0.0	16
XLOC_021418	SpisGene9108	1519	1449	1250	895	992	0	-1/-3	1449	1519	1269	960	1075	0	+1/+3	2066	0.0	13	2164	0.0	12
XLOC_021419	SpisGene9107	2191	501	466	422	440	0	+1/+1	501	2191	476	421	439	0	+2/+2	976	0.0	2	987	0.0	2
XLOC_021420	SpisGene9105	2319	886	732	638	666	0	+3/+2	886	2319	735	635	663	0	+2/+3	1509	0.0	13	1513	0.0	12
XLOC_021421	SpisGene9102	587	432	271	254	262	0	+2/+1	432	587	283	248	259	0	+1/+2	566	6e-140	4	586	6e-146	4
XLOC_021422	SpisGene9101	840	814	813	659	688	0	-1/-1	814	840	815	662	693	0	-1/-1	1465	0.0	5	1518	0.0	6
XLOC_021424	SpisGene9096	1488	1534	1345	1176	1240	0	+1/+3	1534	1488	1346	1177	1241	0	+3/+1	2698	0.0	3	2697	0.0	3
XLOC_021429	SpisGene1794	1754	472	279	232	252	0	+1/+1	472	1754	282	233	253	0	+1/+1	558	9e-152	2	557	8e-152	2
XLOC_021430	SpisGene1792	489	425	353	279	314	0	+1/+3	425	489	386	304	348	0	+1/+2	698	0.0	3	754	0.0	3
XLOC_021431	SpisGene9118	800	788	362	313	324	0	+2/+3	788	800	371	324	344	0	+1/+3	732	0.0	4	781	0.0	5
XLOC_021432	SpisGene9117	787	601	506	391	432	0	+2/+3	601	787	513	380	405	0	-3/-3	894	0.0	5	896	0.0	5
XLOC_021434	SpisGene9116	400	265	62	46	53	0	+2/+3	265	400	62	46	53	0	+3/+2	126	2e-50	1	126	1e-50	1
XLOC_021435	SpisGene9114	1849	1836	991	876	925	0	+3/+1	1836	1849	1083	929	990	0	+3/+2	2066	0.0	7	2085	0.0	7
XLOC_021437	SpisGene9110	1407	1090	948	778	835	0	+2/+1	1090	1407	944	782	835	0	+2/+3	1783	0.0	13	1774	0.0	13
XLOC_021438	SpisGene9109	994	115	112	103	108	0	+3/+1	115	994	112	103	108	0	+1/+3	243	2e-56	2	243	1e-57	2
XLOC_021440	SpisGene9106	645	1012	484	469	478	0	+2/+2	1012	645	484	469	478	0	+2/+2	1130	0.0	1	1130	0.0	1
XLOC_021441	SpisGene9103	1331	609	476	326	370	0	+1/+2	609	1331	475	341	374	0	-1/-2	787	2e-166	10	815	4e-164	12
XLOC_021443	SpisGene9100	1397	128	124	115	122	0	-2/+1	128	1397	132	109	117	0	-2/+2	264	2e-62	2	250	3e-53	3
XLOC_021444	SpisGene9097	840	587	525	424	460	0	+1/+2	587	840	525	424	460	0	+2/+1	994	0.0	5	990	0.0	5
XLOC_021445	SpisGene9095	744	440	409	357	374	0	+1/+2	440	744	409	357	374	0	+2/+1	873	0.0	4	865	0.0	4
XLOC_021446	SpisGene9094	306	511	285	244	264	0	+2/+2	511	306	298	234	241	0	-3/-2	569	2e-155	2	529	7e-150	1
XLOC_021449	SpisGene15409	1119	720	369	243	294	0	+1/+3	720	1119	369	243	294	0	+3/+1	593	1e-150	4	593	8e-151	4
XLOC_021451	SpisGene1796	1285	1335	1139	1086	1112	0	+3/+1	1335	1285	1139	1086	1112	0	+1/+3	2571	0.0	2	2550	0.0	2
XLOC_021479	SpisGene1791	462	1025	442	420	433	0	+1/+3	1025	462	447	405	423	0	+2/+3	981	0.0	2	991	0.0	2
XLOC_021480	SpisGene1790	1103	1082	1047	893	946	0	+1/+1	1082	1103	1014	868	919	0	+1/+1	2144	0.0	12	2112	0.0	12
XLOC_021481	SpisGene1789	2238	2002	1922	1623	1732	0	+3/+3	2002	2238	1967	1651	1764	0	+2/+2	4082	0.0	16	4088	0.0	15
XLOC_021483	SpisGene1788	1503	579	337	279	302	0	+2/+3	579	1503	338	282	305	0	+3/+2	681	2e-161	7	685	5e-163	7
XLOC_021484	SpisGene1787	572	199	199	195	197	0	+2/+1	199	572	199	195	197	0	+1/+2	447	4e-125	1	447	1e-125	1
XLOC_021489	SpisGene12377	2814	1527	1418	1374	1394	0	+3/+2	1527	2814	1419	1374	1395	0	+2/+3	3202	0.0	3	3203	0.0	3
XLOC_021493	SpisGene7560	480	1055	382	329	354	0	+2/+3	1055	480	382	329	354	0	+3/+2	846	0.0	2	845	0.0	2
XLOC_021499	SpisGene7550	1194	473	450	425	439	0	+1/+2	473	1194	431	407	421	0	+2/+1	1023	0.0	3	1023	0.0	4
XLOC_021500	SpisGene7546	6416	844	696	575	625	0	+2/+2	844	6416	652	560	607	0	+2/+2	1436	0.0	8	1399	0.0	9
XLOC_021503	SpisGene7558	1092	520	322	293	308	0	+2/+1	520	1092	322	293	308	0	+1/+2	755	0.0	1	755	0.0	1
XLOC_021505	SpisGene7555	170	543	136	118	123	0	-3/-1	543	170	134	117	125	0	+1/+1	282	4e-64	3	282	7e-64	3
XLOC_021506	SpisGene7554	724	828	567	474	508	0	+2/+3	828	724	567	474	508	0	+3/+2	1171	0.0	12	1171	0.0	12
XLOC_021507	SpisGene7553	426	383	164	150	156	0	+2/+1	383	426	165	151	157	0	+1/+2	364	4e-94	2	364	5e-94	2
XLOC_021509	SpisGene7551	993	515	414	317	334	0	-2/-2	515	993	437	335	354	0	-2/-2	730	0.0	3	768	0.0	3
XLOC_021510	SpisGene7547	422	555	333	270	292	0	+2/+2	555	422	343	277	299	0	+2/+2	648	3e-167	4	646	8e-167	4
XLOC_021511	SpisGene7545	987	346	345	343	345	0	+1/+1	346	987	345	343	345	0	+1/+1	820	0.0	1	815	0.0	1
XLOC_021513	SpisGene7541	1242	902	769	597	652	0	-3/-1	902	1242	770	615	663	0	-1/-3	1283	0.0	9	1317	0.0	9
XLOC_021516	SpisGene7538	1646	2040	1571	1417	1475	0	+1/+3	2040	1646	1460	1332	1380	0	+3/+1	3014	0.0	5	2797	0.0	5
XLOC_021517	SpisGene7537	610	404	365	339	354	0	+3/+1	404	610	365	339	354	0	+1/+3	867	0.0	2	867	0.0	2
XLOC_021518	SpisGene7535	783	542	451	422	437	0	+1/+2	542	783	463	432	448	0	+1/+2	1011	0.0	1	1002	0.0	2
XLOC_021519	SpisGene7534	580	644	459	375	404	0	+1/+1	644	580	464	377	405	0	+1/+1	898	0.0	5	898	0.0	5
XLOC_021539	SpisGene1550	657	515	258	178	204	0	+2/+3	515	657	241	173	196	0	+3/+2	427	2e-90	6	414	4e-100	5
XLOC_021540	SpisGene14192	467	174	39	29	29	0	+3/-2	174	467	38	28	28	0	-2/+3	68	4e-11	1	67	4e-11	1
XLOC_021541	SpisGene1549	768	780	678	607	633	0	+1/+1	780	768	686	611	636	0	+1/+1	1352	0.0	9	1362	0.0	9
XLOC_021549	SpisGene1545	1045	735	581	546	564	0	+3/+1	735	1045	575	543	559	0	+1/+3	1278	0.0	3	1270	0.0	3
XLOC_021560	SpisGene19771	1067	1223	776	700	740	0	+2/+1	1223	1067	740	579	606	0	-3/-1	1584	0.0	2	1247	0.0	3
XLOC_021562	SpisGene19770	1136	1010	746	618	651	0	+1/+3	1010	1136	785	639	682	0	+3/+1	1364	0.0	17	1463	0.0	18
XLOC_021563	SpisGene19769	605	404	362	320	338	0	+2/+1	404	605	362	320	338	0	+1/+2	739	0.0	3	704	0.0	3
XLOC_021564	SpisGene19772	608	809	317	253	273	0	-2/-1	809	608	317	253	273	0	-1/-2	588	1e-162	2	588	2e-162	2
XLOC_021566	SpisGene19768	2817	1293	859	717	764	0	+2/+3	1293	2817	854	754	803	0	+3/+2	1690	0.0	4	1782	0.0	4
XLOC_021571	SpisGene22819	947	1228	714	418	526	0	+2/+3	1228	947	700	416	512	0	+3/+2	1044	0.0	6	1011	0.0	6
XLOC_021575	SpisGene23973	1266	1427	1100	680	824	0	-1/+1	1427	1266	1142	695	845	0	+2/-2	1544	0.0	10	1498	0.0	9
XLOC_021577	SpisGene1542	1309	2025	1229	1122	1172	0	+3/+1	2025	1309	1250	1138	1191	0	+1/+3	2631	0.0	5	2642	0.0	4
XLOC_021594	SpisGene7125	891	431	417	311	344	0	+2/+2	431	891	395	311	345	0	+2/+2	687	2e-167	6	698	5e-171	6
XLOC_021595	SpisGene7127	869	779	645	521	562	0	+1/+2	779	869	622	500	517	0	-3/-1	1224	0.0	8	1135	0.0	5
XLOC_021596	SpisGene7128	3018	2560	2384	1886	2054	0	+2/+2	2560	3018	2348	1888	2044	0	+3/+3	4180	0.0	11	4257	0.0	12
XLOC_021597	SpisGene7129	1275	1220	995	809	857	0	+3/+1	1220	1275	979	797	849	0	+1/+3	1861	0.0	13	1848	0.0	12
XLOC_021600	SpisGene7130	1279	228	228	178	195	0	+2/+3	228	1279	217	172	187	0	+3/+2	416	5e-109	2	400	4e-105	2
XLOC_021601	SpisGene7134	789	773	729	613	655	0	+2/+1	773	789	744	624	666	0	+1/+2	1475	0.0	3	1532	0.0	4
XLOC_021602	SpisGene7136	1736	1139	774	587	637	0	-3/-2	1139	1736	784	595	648	0	+3/+3	1237	0.0	6	1313	0.0	6
XLOC_021603	SpisGene7138	611	171	98	77	85	0	-2/+1	171	611	98	77	85	0	+1/-2	197	6e-50	1	197	1e-50	1
XLOC_021609	SpisGene7141	868	754	743	646	692	0	+2/+3	754	868	733	628	679	0	+3/+2	1570	0.0	11	1516	0.0	10
XLOC_021610	SpisGene7143	1240	385	236	228	231	0	+2/+2	385	1240	212	206	209	0	+2/+2	523	3e-141	2	473	1e-126	2
XLOC_021611	SpisGene7145	1190	599	571	497	529	0	+2/+2	599	1190	555	484	515	0	+2/+2	1148	0.0	3	1122	0.0	4
XLOC_021612	SpisGene7146	922	675	629	505	546	0	+2/+2	675	922	629	509	551	0	+2/+2	1217	0.0	9	1227	0.0	9
XLOC_021613	SpisGene7155	2057	758	496	430	449	0	+1/+2	758	2057	473	415	430	0	+2/+1	883	0.0	2	882	0.0	3
XLOC_021614	SpisGene7157	777	211	211	211	211	0	+1/+1	211	777	211	211	211	0	+1/+1	461	4e-129	1	461	9e-130	1
XLOC_021615	SpisGene7159	1904	217	216	188	193	0	+1/+3	217	1904	216	188	193	0	+3/+1	469	4e-113	4	469	4e-114	4
XLOC_021617	SpisGene7165	561	365	312	225	252	0	+1/+1	365	561	313	225	251	0	+3/+3	536	4e-123	6	535	7e-123	6
XLOC_021618	SpisGene7166	662	209	212	184	196	0	+3/+2	209	662	212	184	196	0	+2/+3	459	2e-116	3	459	5e-117	3
XLOC_021619	SpisGene7170	1852	294	159	153	156	0	+2/+1	294	1852	159	153	156	0	+1/+2	369	5e-101	1	369	7e-102	1
XLOC_021620	SpisGene7122	469	623	285	232	250	0	+2/+1	623	469	296	233	255	0	+1/+2	555	4e-151	2	556	3e-151	2
XLOC_021625	SpisGene7135	1287	834	780	710	733	0	+3/+1	834	1287	785	714	738	0	+1/+3	1620	0.0	5	1631	0.0	5
XLOC_021629	SpisGene7140	1105	578	572	477	511	0	+2/+1	578	1105	552	461	494	0	+1/+1	1141	0.0	4	1110	0.0	4
XLOC_021630	SpisGene7142	367	94	92	88	89	0	-3/-3	94	367	91	87	88	0	-3/-3	209	3e-47	2	208	1e-47	2
XLOC_021631	SpisGene7144	1062	526	455	404	428	0	+3/+3	526	1062	455	404	428	0	+3/+3	1004	0.0	5	1004	0.0	5
XLOC_021632	SpisGene7147	799	924	765	687	719	0	+1/+2	924	799	761	685	716	0	+2/+1	1585	0.0	4	1603	0.0	4
XLOC_021633	SpisGene7149	901	916	565	477	500	0	+1/+2	916	901	432	367	385	0	-2/-3	1058	0.0	4	871	0.0	3
XLOC_021634	SpisGene7151	1035	1058	571	427	479	0	+2/+2	1058	1035	545	413	454	0	+2/+2	1042	0.0	13	1008	0.0	13
XLOC_021635	SpisGene7153	976	825	470	380	413	0	+3/+1	825	976	481	388	422	0	+1/+1	891	0.0	3	914	0.0	4
XLOC_021637	SpisGene7156	1299	714	561	514	531	0	+2/+1	714	1299	597	532	553	0	+1/+3	1197	0.0	7	1228	0.0	8
XLOC_021638	SpisGene7158	454	145	158	135	150	0	+2/+2	145	454	158	135	150	0	+2/+2	375	1e-79	5	375	2e-80	5
XLOC_021640	SpisGene7162	1176	587	474	351	398	0	+2/+3	587	1176	478	348	399	0	+2/+1	814	0.0	9	802	0.0	9
XLOC_021641	SpisGene7163	621	203	203	192	196	0	+2/+1	203	621	203	192	196	0	+1/+2	451	2e-126	1	464	9e-131	1
XLOC_021642	SpisGene7164	814	505	358	268	295	0	-3/-1	505	814	358	267	294	0	-1/-3	650	3e-156	6	648	7e-156	6
XLOC_021643	SpisGene7165	634	365	312	225	252	0	-3/+1	365	634	313	225	251	0	+3/-2	536	5e-123	6	535	7e-123	6
XLOC_021644	SpisGene7169	767	813	523	415	450	0	+1/+1	813	767	556	434	477	0	+1/+1	994	0.0	6	1036	0.0	8
XLOC_021675	SpisGene7172	2545	900	817	602	671	0	+2/+1	900	2545	809	597	664	0	+1/+2	1393	0.0	4	1370	0.0	4
XLOC_021676	SpisGene7175	635	306	306	257	271	0	-3/-1	306	635	306	257	271	0	-1/-3	596	2e-163	2	621	3e-171	2
XLOC_021677	SpisGene7177	774	388	280	235	256	0	+1/+1	388	774	280	235	256	0	+1/+1	471	3e-132	1	471	1e-132	1
XLOC_021678	SpisGene7182	1806	658	514	462	480	0	+1/+2	658	1806	490	464	477	0	+1/+3	1034	0.0	4	1006	0.0	3
XLOC_021679	SpisGene7187	3729	2024	1380	1150	1236	0	+2/+3	2024	3729	1483	1218	1309	0	+3/+2	2686	0.0	7	2777	0.0	7
XLOC_021680	SpisGene7188	670	696	639	534	569	0	+2/+3	696	670	636	530	567	0	+3/+2	1228	0.0	6	1227	0.0	6
XLOC_021682	SpisGene7171	248	843	229	224	225	0	+1/+2	843	248	240	234	236	0	+2/+1	549	3e-156	1	571	3e-162	1
XLOC_021683	SpisGene7173	2452	836	734	635	673	0	+1/+2	836	2452	754	653	690	0	+2/+1	1521	0.0	9	1527	0.0	8
XLOC_021684	SpisGene7174	1644	1227	872	653	710	0	-2/-3	1227	1644	891	714	768	0	+3/+2	1504	0.0	11	1599	0.0	10
XLOC_021685	SpisGene7178	3041	925	682	550	597	0	+1/+2	925	3041	681	544	589	0	+2/+1	1390	0.0	11	1367	0.0	10
XLOC_021699	SpisGene14728	1013	509	382	343	365	0	+2/+3	509	1013	382	343	365	0	+3/+2	825	0.0	2	825	0.0	2
XLOC_021700	SpisGene14723	414	445	153	148	153	0	+3/+1	445	414	151	146	151	0	+1/+3	393	9e-102	2	389	3e-100	2
XLOC_021701	SpisGene14720	228	641	215	195	207	0	+3/+1	641	228	215	195	207	0	+1/+3	470	2e-132	1	470	6e-132	1
XLOC_021701	SpisGene24056	228	579	215	195	207	0	+3/+1	579	228	215	195	207	0	+1/+3	470	2e-132	1	470	5e-132	1
XLOC_021702	SpisGene24054	1890	927	710	527	606	0	+3/+2	927	1890	701	521	593	0	+1/+2	1305	0.0	7	1340	0.0	7
XLOC_021703	SpisGene14714	2988	1306	764	596	658	0	+1/+1	1306	2988	750	586	643	0	+1/+1	1494	0.0	5	1438	0.0	5
