QUERY	SUBJECT	QUERY_LEN(1)	SUBJECT_LEN(1)	ALN_LEN(1)	IDENTITIES(1)	POSITIVES(1)	GAPS(1)	FRAME(1)	QUERY_LEN(2)	SUBJECT_LEN(2)	ALN_LEN(2)	IDENTITIES(2)	POSITIVES(2)	GAPS(2)	FRAME(2)	SCORE(1)	E-VALUE(1)	FRAGMENTS(1)	SCORE(2)	E-VALUE(2)	FRAGMENTS(2)
SpisGene2698	adi2mcaRNA12031_R0	4769	3357	955	434	602	0	+1/+1	3357	4769	768	390	521	0	+1/+1	962	2e-142	19	904	1e-140	17
SpisGene27	g22987	589	589	545	383	447	0	+3/+3	589	589	555	388	453	0	+3/+3	895	0.0	2	904	0.0	2
SpisGene270	g53954	1346	995	836	511	620	0	+1/+1	995	1346	783	501	600	0	+1/+1	1262	0.0	7	1261	0.0	8
SpisGene2700	adi2mcaRNA26405_R0	382	271	271	135	178	0	+1/+1	271	382	271	135	178	0	+1/+1	352	2e-63	7	352	1e-63	7
SpisGene2701	g22680	342	290	266	185	221	0	+3/+1	290	342	266	185	221	0	+1/+3	477	2e-134	1	477	1e-134	1
SpisGene2703	adi2mcaRNA12308_R7	516	472	137	112	126	0	+1/+1	472	516	137	112	126	0	+1/+1	274	9e-67	2	274	6e-67	2
SpisGene2706	adi2mcaRNA27258_R0	517	407	406	320	370	0	+1/+1	407	517	391	307	356	0	+1/+1	802	0.0	4	768	0.0	4
SpisGene2708	g3872	380	375	358	231	275	0	+1/+1	375	380	358	231	275	0	+1/+1	664	2e-150	8	664	2e-150	8
SpisGene271	adi2mcaRNA23059_R0	179	118	88	54	67	0	+1/+1	118	179	88	54	67	0	+1/+1	138	1e-21	3	138	5e-22	3
SpisGene2710	g3871	455	241	115	53	69	0	+1/+1	241	455	115	53	69	0	+1/+1	140	8e-15	4	140	2e-15	4
SpisGene2711	g3869	954	545	505	334	421	0	+3/+1	545	954	471	314	393	0	+1/+3	843	0.0	7	790	0.0	6
SpisGene2712	g3868	766	639	470	259	346	0	+1/+1	639	766	469	252	340	0	+1/+1	664	3e-155	6	641	4e-155	5
SpisGene2713	g3867	1266	814	704	631	665	0	+3/+3	814	1266	726	628	672	0	+3/+3	1517	0.0	6	1506	0.0	7
SpisGene2714	g3866	369	69	69	35	46	0	+1/+1	69	369	69	35	46	0	+1/+1	72	3e-12	1	72	2e-13	1
SpisGene2715	g3865	939	557	461	315	365	0	+2/+1	557	939	443	304	355	0	+1/+2	779	6e-168	11	746	2e-151	11
SpisGene2716	adi2mcaRNA27618_R0	1312	542	491	373	436	0	+1/+1	542	1312	452	330	384	0	+1/+1	853	0.0	4	793	0.0	5
SpisGene2718	g31156	877	876	542	351	415	0	+1/+1	876	877	556	352	423	0	+1/+1	836	0.0	9	877	0.0	9
SpisGene2719	g66316	312	287	219	161	188	0	+3/+1	287	312	235	175	204	0	+1/+3	356	6e-86	3	400	4e-105	2
SpisGene2719	g8	312	287	219	160	189	0	+3/+1	287	312	235	174	205	0	+1/+3	356	8e-86	3	400	4e-105	2
SpisGene272	g53960	374	434	367	256	300	0	+1/+1	434	374	367	256	300	0	+1/+1	620	8e-170	2	610	1e-166	2
SpisGene2720	g7	722	368	290	234	264	0	+3/+2	368	722	302	242	272	0	+1/+2	527	5e-131	4	536	5e-140	3
SpisGene2722	g5	651	495	489	414	452	0	+1/+3	495	651	489	414	452	0	+3/+1	1005	0.0	4	1028	0.0	4
SpisGene2725	g31727	515	590	518	382	458	0	+1/+1	590	515	518	382	458	0	+1/+1	855	0.0	2	895	0.0	2
SpisGene2726	g31726	429	228	146	99	118	0	+3/+1	228	429	124	97	107	0	+1/+3	255	2e-61	2	246	2e-58	2
SpisGene2728	g31725	275	273	175	141	155	0	+2/+1	273	275	164	135	151	0	+1/+2	333	4e-78	3	314	2e-72	3
SpisGene2729	g31724	573	204	106	80	92	0	+1/+1	204	573	146	98	116	0	+1/+1	165	5e-34	2	210	4e-43	3
SpisGene273	g53961	983	497	442	336	399	0	+1/+1	497	983	366	262	320	0	+1/+1	836	0.0	4	635	7e-167	3
SpisGene2730	g31723	520	213	180	122	149	0	+2/+1	213	520	190	126	155	0	+1/+2	321	1e-69	4	302	1e-64	4
SpisGene2731	g31721	2030	707	571	500	530	0	+1/+1	707	2030	571	500	530	0	+1/+1	1245	0.0	2	1245	0.0	2
SpisGene2736	g31707	3557	1397	1199	649	777	0	+3/+3	1397	3557	1105	596	724	0	+2/+2	1526	0.0	28	1416	0.0	15
SpisGene2739	g31710	546	535	471	374	423	0	+3/+3	535	546	507	399	443	0	+3/+3	824	0.0	6	917	0.0	7
SpisGene274	g53963	853	816	636	429	523	0	+1/+1	816	853	589	393	472	0	+1/+1	1027	0.0	8	975	0.0	7
SpisGene2740	g31711	520	308	291	256	271	0	+3/+1	308	520	275	242	257	0	+1/+3	622	9e-178	1	596	1e-163	2
SpisGene2742	g31715	239	254	198	114	145	0	+1/+1	254	239	198	114	145	0	+1/+1	260	3e-69	1	260	3e-69	1
SpisGene2744	g31716	276	268	214	90	140	0	+1/+1	268	276	247	104	158	0	+1/+1	235	3e-43	4	281	6e-53	5
SpisGene2745	g31717	1592	1459	940	525	635	0	+3/+3	1459	1592	1023	566	687	0	+3/+3	1235	0.0	20	1378	0.0	26
SpisGene2746	g31718	2485	1628	1031	587	709	0	+2/+3	1628	2485	959	560	670	0	+1/+3	1457	0.0	25	1364	0.0	16
SpisGene2747	g31699	1090	529	292	216	252	0	+1/+1	529	1090	395	262	317	0	+1/+1	558	4e-158	1	679	2e-179	3
SpisGene2748	g31698	626	545	398	206	275	0	+3/+3	545	626	407	209	278	0	+3/+3	496	6e-168	2	493	1e-165	2
SpisGene2749	g31697	478	421	232	173	198	0	+1/+1	421	478	272	203	232	0	+1/+1	410	1e-99	3	455	1e-101	5
SpisGene275	g53964	282	249	246	214	226	0	+1/+1	249	282	227	198	207	0	+1/+1	497	6e-134	2	489	2e-131	2
SpisGene2750	g31696	238	174	161	98	115	0	+3/+1	174	238	161	98	115	0	+1/+3	218	2e-50	2	216	4e-50	2
SpisGene2751	g31692	1717	1398	1019	548	655	0	+3/+3	1398	1717	1039	583	709	0	+3/+3	1319	0.0	15	1449	0.0	24
SpisGene2752	g25193	219	414	174	137	159	0	+1/+1	414	219	174	137	159	0	+1/+1	338	1e-85	2	338	3e-85	2
SpisGene2753	g25192	534	297	297	271	283	0	+2/+1	297	534	297	271	283	0	+1/+2	645	0.0	1	645	0.0	1
SpisGene2754	g25191	1213	563	443	312	370	0	+3/+1	563	1213	494	326	390	0	+1/+3	796	0.0	3	812	0.0	3
SpisGene2755	g25190	593	407	315	168	224	0	+1/+1	407	593	299	157	211	0	+1/+1	398	1e-89	4	368	3e-87	3
SpisGene2756	g25188	865	456	398	307	357	0	+3/+1	456	865	409	314	369	0	+1/+3	707	0.0	2	721	0.0	1
SpisGene2757	adi2mcaRNA28878_R0	1153	371	315	233	274	0	+2/+3	371	1153	345	247	295	0	+3/+2	581	2e-141	5	617	2e-147	6
SpisGene2758	g25184	278	262	214	132	161	0	+3/+3	262	278	193	132	158	0	+1/+1	307	2e-70	3	318	1e-73	3
SpisGene2759	g25181	2305	2128	1504	1134	1299	0	+1/+1	2128	2305	1567	1159	1344	0	+3/+3	2816	0.0	21	2824	0.0	22
SpisGene276	g53967	908	550	436	270	333	0	+1/+1	550	908	436	270	333	0	+1/+1	638	2e-158	5	652	7e-163	5
SpisGene2760	g25180	1170	832	794	616	707	0	+3/+1	832	1170	811	629	721	0	+1/+3	1557	0.0	8	1582	0.0	7
SpisGene2761	adi2mcaRNA36646_R0	602	212	206	133	154	0	+3/+2	212	602	197	150	172	0	+1/+2	301	1e-81	2	381	1e-98	2
SpisGene2762	adi2mcaRNA28587_R5	2472	1285	1173	782	930	0	+1/+1	1285	2472	1186	790	939	0	+1/+1	1917	0.0	7	1950	0.0	7
SpisGene2763	g27871	280	100	70	31	42	0	+1/+1	100	280	70	31	42	0	+1/+1	69	1e-11	1	69	3e-12	1
SpisGene2765	g56181	417	417	417	294	351	0	+1/+1	417	417	403	282	339	0	+1/+1	752	0.0	1	729	0.0	1
SpisGene2767	adi2mcaRNA38690_R4	636	886	554	338	421	0	+3/+1	886	636	554	338	421	0	+1/+3	824	0.0	4	824	0.0	4
SpisGene277	adi2mcaRNA39678_R0	617	411	355	283	313	0	+1/+1	411	617	348	319	339	0	+1/+1	698	0.0	4	792	0.0	4
SpisGene2771	g34822	1189	1155	1088	886	974	0	+1/+1	1155	1189	1023	837	918	0	+2/+2	2192	0.0	7	2058	0.0	6
SpisGene2772	g34820	770	517	429	407	417	0	+3/+2	517	770	429	407	417	0	+2/+3	1004	0.0	5	1001	0.0	5
SpisGene2774	g34819	303	156	118	85	101	0	+3/+1	156	303	118	85	101	0	+1/+3	203	8e-52	1	203	3e-52	1
SpisGene2775	g34818	534	284	263	231	249	0	+3/+1	284	534	281	245	266	0	+1/+3	550	2e-149	2	581	6e-166	1
SpisGene2776	g34817	351	272	260	188	223	0	+3/+1	272	351	260	188	223	0	+1/+3	466	4e-131	1	466	3e-131	1
SpisGene2777	g34815	599	501	276	156	195	0	+3/+1	501	599	293	167	210	0	+1/+3	328	8e-63	5	311	8e-58	5
SpisGene2778	g34814	935	371	188	119	145	0	+3/+1	371	935	204	135	167	0	+1/+3	270	2e-45	5	285	8e-45	6
SpisGene2779	g34813	632	683	492	327	384	0	+1/+1	683	632	492	327	384	0	+1/+1	770	0.0	4	770	0.0	4
SpisGene278	g53969	1843	1828	1488	1139	1289	0	+1/+1	1828	1843	1510	1155	1305	0	+1/+1	2688	0.0	18	2740	0.0	18
SpisGene2780	g26825	601	373	318	208	260	0	+3/+1	373	601	318	208	260	0	+1/+3	537	2e-140	3	537	1e-140	3
SpisGene2781	g34812	147	125	86	58	71	0	+1/+1	125	147	86	58	71	0	+1/+1	147	2e-35	1	147	9e-36	1
SpisGene2782	g34811	481	217	194	138	161	0	+1/+1	217	481	207	141	167	0	+1/+1	349	1e-95	1	356	2e-98	1
SpisGene2783	g34810	1807	1745	1535	1147	1269	0	+1/+1	1745	1807	1525	1184	1297	0	+1/+1	2580	0.0	11	2674	0.0	11
SpisGene2784	g34809	1398	770	770	570	658	0	+2/+1	770	1398	738	551	635	0	+1/+2	1377	0.0	5	1344	0.0	4
SpisGene2785	g34808	893	708	590	351	444	0	+3/+3	708	893	604	359	457	0	+3/+3	837	0.0	8	871	0.0	8
SpisGene2786	g67033	825	610	416	298	351	0	+1/+1	610	825	470	323	380	0	+2/+2	739	0.0	3	756	0.0	2
SpisGene2787	g34805	561	300	244	215	231	0	+1/+1	300	561	270	211	237	0	+3/+3	482	2e-123	3	503	2e-124	4
SpisGene2788	adi2mcaRNA16288_R1	305	272	252	147	189	0	+1/+1	272	305	252	147	189	0	+1/+1	385	2e-100	2	385	1e-100	2
SpisGene2789	g18020	106	176	68	31	46	0	+1/+1	176	106	49	26	38	0	+1/+1	86	2e-11	2	77	7e-09	2
SpisGene2789	g25329	106	176	68	31	46	0	+1/+1	176	106	49	26	38	0	+1/+1	86	2e-11	2	77	1e-08	2
SpisGene279	g53970	1479	1439	972	515	642	0	+1/+1	1439	1479	981	485	611	0	+1/+1	1165	0.0	12	1142	0.0	16
SpisGene2790	g34804	854	376	377	288	327	0	+3/+1	376	854	377	288	327	0	+1/+3	655	2e-175	3	675	0.0	3
SpisGene2791	g34803	217	220	213	172	196	0	+1/+1	220	217	213	172	196	0	+1/+1	419	7e-111	2	418	1e-110	2
SpisGene2792	g34802	744	800	642	462	526	0	+1/+1	800	744	586	430	491	0	+1/+1	1058	0.0	2	995	0.0	3
SpisGene2793	g34801	1224	997	807	549	656	0	+2/+1	997	1224	833	564	675	0	+1/+2	1307	0.0	9	1398	0.0	8
SpisGene2794	g25899	337	413	197	135	158	0	+1/+1	413	337	195	139	157	0	+3/+3	323	4e-74	3	320	6e-75	3
SpisGene2798	g47603	497	273	238	193	211	0	+2/+2	273	497	236	195	213	0	+2/+2	439	2e-110	3	447	2e-119	2
SpisGene28	g22993	1329	898	814	691	734	0	+3/+2	898	1329	744	659	698	0	+1/+2	1697	0.0	6	1638	0.0	7
SpisGene280	g53971	219	100	91	73	80	0	+1/+1	100	219	91	73	80	0	+1/+1	167	4e-41	1	169	2e-42	1
SpisGene2805	g61858	1653	828	680	513	587	0	+3/+3	828	1653	707	541	609	0	+3/+3	1229	0.0	8	1269	0.0	7
SpisGene2807	g64428	403	276	176	98	140	0	+1/+1	276	403	165	96	133	0	+1/+1	231	7e-47	3	245	2e-51	3
SpisGene2808	g64427	255	187	182	162	172	0	+1/+1	187	255	140	130	135	0	+1/+1	372	1e-96	2	300	7e-75	2
SpisGene2809	g64426	431	329	329	282	305	0	+1/+1	329	431	312	267	288	0	+1/+1	643	0.0	1	641	3e-177	2
SpisGene281	adi2mcaRNA37448_R0	849	678	408	311	352	0	+1/+1	678	849	403	293	332	0	+3/+3	704	2e-178	5	659	5e-179	4
SpisGene2810	g64423	159	201	102	42	60	0	+1/+1	201	159	87	46	59	0	+1/+1	106	4e-23	1	128	1e-23	2
SpisGene2812	adi2mcaRNA8409_R0	1878	1209	870	724	789	0	+1/+3	1209	1878	1030	794	892	0	+3/+1	1891	0.0	9	1984	0.0	9
SpisGene2815	g64415	777	596	594	467	522	0	+1/+1	596	777	578	459	513	0	+1/+1	1109	0.0	1	1074	0.0	2
SpisGene2816	g64414	2373	1218	676	451	532	0	+2/+1	1218	2373	710	464	553	0	+1/+2	1107	0.0	10	1114	0.0	10
SpisGene2817	g64411	311	112	93	66	78	0	+2/+1	112	311	93	66	78	0	+1/+2	164	4e-40	1	164	9e-41	1
SpisGene2818	g64410	430	416	268	140	189	0	+1/+1	416	430	256	133	181	0	+1/+1	391	2e-85	5	376	3e-81	5
SpisGene2819	g64409	566	408	231	103	147	0	+3/+1	408	566	192	85	121	0	+1/+3	272	4e-40	7	226	7e-32	6
SpisGene282	g58565	1926	1376	764	396	519	0	+1/+1	1376	1926	938	452	605	0	+3/+3	935	9e-159	18	1036	4e-172	21
SpisGene2821	g40341	2255	2138	2069	1975	2034	0	+3/+1	2138	2255	2103	2000	2064	0	+1/+3	4578	0.0	3	4617	0.0	2
SpisGene2822	g18678	254	341	213	183	201	0	+1/+1	341	254	213	183	201	0	+1/+1	444	2e-117	2	422	1e-110	2
SpisGene2822	g40337	254	341	213	183	201	0	+1/+1	341	254	213	183	201	0	+1/+1	444	2e-117	2	422	1e-110	2
SpisGene2823	g40332	475	454	290	185	236	0	+1/+1	454	475	290	185	236	0	+1/+1	460	1e-122	2	457	7e-122	2
SpisGene2824	g40330	274	172	156	130	143	0	+2/+1	172	274	156	130	143	0	+1/+2	318	2e-86	1	303	1e-82	1
SpisGene2825	g40329	294	173	156	135	144	0	+1/+1	173	294	156	135	144	0	+1/+1	333	5e-91	1	333	2e-91	1
SpisGene2826	g40326	173	137	136	85	111	0	+1/+1	137	173	136	85	111	0	+1/+1	205	8e-53	1	205	4e-53	1
SpisGene2827	g40294	687	493	445	230	316	0	+2/+1	493	687	410	213	290	0	+1/+2	567	8e-149	3	528	3e-137	3
SpisGene283	g58564	626	319	208	164	182	0	+3/+1	319	626	208	164	182	0	+1/+3	364	1e-93	2	360	5e-93	2
SpisGene2830	adi2mcaRNA31015_R0	626	599	474	318	373	0	+1/+3	599	626	469	315	370	0	+3/+1	890	0.0	8	882	0.0	8
SpisGene2831	g40324	578	694	511	410	451	0	+3/+3	694	578	512	411	452	0	+3/+3	953	0.0	3	959	0.0	3
SpisGene2832	g40310	901	991	515	384	444	0	+1/+1	991	901	521	382	446	0	+1/+1	920	0.0	5	975	0.0	4
SpisGene2834	g40312	254	242	242	212	228	0	+1/+1	242	254	203	180	192	0	+1/+1	449	5e-126	1	465	1e-118	3
SpisGene2835	g27811	738	437	399	311	363	0	+1/+1	437	738	405	313	368	0	+1/+1	815	0.0	1	798	0.0	1
SpisGene2836	g27810	440	418	390	291	335	0	+1/+1	418	440	397	301	345	0	+1/+1	765	0.0	2	784	0.0	2
SpisGene2837	g27809	473	295	275	208	245	0	+3/+1	295	473	295	223	262	0	+1/+3	539	1e-146	2	571	7e-163	1
SpisGene2838	g27808	1356	1374	1176	916	1034	0	+1/+1	1374	1356	1293	975	1109	0	+2/+2	2183	0.0	12	2261	0.0	10
SpisGene2839	adi2mcaRNA15713_R0	1037	625	468	331	379	0	+1/+1	625	1037	501	340	394	0	+1/+1	936	0.0	4	945	0.0	4
SpisGene2840	g41383	940	421	401	285	335	0	+2/+1	421	940	400	296	349	0	+1/+2	718	0.0	3	769	0.0	3
SpisGene2841	g41385	693	368	256	152	187	0	+1/+1	368	693	245	147	182	0	+1/+1	415	6e-82	7	388	4e-70	7
SpisGene2842	g41388	256	128	126	73	95	0	+2/+2	128	256	117	94	96	0	-2/-3	165	2e-40	1	204	6e-53	1
SpisGene2844	g61657	328	310	258	144	189	0	+1/+1	310	328	258	144	189	0	+1/+1	303	5e-75	2	333	5e-84	2
SpisGene2846	g41389	1169	1625	879	576	694	0	+3/+3	1625	1169	819	554	662	0	+3/+3	1256	0.0	9	1276	0.0	10
SpisGene2847	g41427	1234	904	667	536	607	0	+3/+1	904	1234	675	467	546	0	+1/+3	1307	0.0	4	1096	0.0	4
SpisGene2848	adi2mcaRNA24955_R0	157	193	127	92	112	0	+1/+1	193	157	138	99	123	0	+1/+1	249	1e-59	2	264	5e-64	2
SpisGene2849	g41425	649	633	525	391	444	0	+1/+1	633	649	526	391	444	0	+1/+1	930	0.0	5	924	0.0	5
SpisGene285	adi2mcaRNA37444_R0	212	178	173	97	125	0	+2/+2	178	212	155	99	120	0	+1/+1	225	4e-47	3	230	8e-49	3
SpisGene2850	g41422	427	403	324	243	280	0	+2/+1	403	427	324	243	280	0	+1/+2	593	3e-169	1	593	2e-169	1
SpisGene2851	g41421	757	311	284	213	245	0	+2/+1	311	757	284	213	245	0	+1/+2	462	2e-129	1	488	7e-138	1
SpisGene2852	g41420	830	419	365	236	294	0	+1/+1	419	830	345	223	276	0	+1/+1	619	1e-154	4	582	3e-144	4
SpisGene2855	adi2mcaRNA15683_R0	517	591	252	133	175	0	+2/+1	591	517	252	133	175	0	+1/+2	336	6e-71	4	340	3e-72	4
SpisGene2859	g41417	860	529	419	289	347	0	+2/+1	529	860	397	276	332	0	+1/+2	655	6e-158	6	623	1e-143	7
SpisGene286	adi2mcaRNA37443_R0	609	541	439	359	401	0	+1/+1	541	609	459	377	419	0	+1/+1	864	0.0	5	898	0.0	4
SpisGene2860	g41415	349	369	324	224	269	0	+1/+1	369	349	324	224	269	0	+1/+1	592	2e-150	4	592	1e-150	4
SpisGene2861	g41414	600	681	517	421	467	0	+1/+1	681	600	568	451	506	0	+1/+1	990	0.0	5	1105	0.0	5
SpisGene2862	g41413	279	148	130	92	112	0	+3/+1	148	279	143	101	124	0	+1/+3	234	3e-61	1	230	2e-60	1
SpisGene2863	g41412	381	148	148	115	133	0	+1/+1	148	381	148	115	133	0	+1/+1	268	3e-71	1	268	6e-72	1
SpisGene2864	g41405	536	337	315	250	283	0	+2/+1	337	536	315	250	283	0	+1/+2	604	3e-172	1	604	1e-172	1
SpisGene2865	g41404	969	485	457	323	396	0	+1/+3	485	969	457	323	396	0	+3/+1	757	0.0	3	804	0.0	3
SpisGene2866	g41403	1234	1042	745	496	596	0	+2/+1	1042	1234	786	515	624	0	+1/+2	1228	0.0	10	1273	0.0	11
SpisGene2868	adi2mcaRNA15695_R0	1287	593	586	524	559	0	+1/+1	593	1287	596	531	568	0	+1/+1	1174	0.0	3	1193	0.0	3
SpisGene2869	g41399	529	285	156	93	119	0	+1/+1	285	529	156	93	119	0	+1/+1	225	4e-52	2	221	2e-51	2
SpisGene2870	g41398	1023	1163	738	487	595	0	+1/+1	1163	1023	752	500	613	0	+1/+1	1179	0.0	11	1177	0.0	11
SpisGene2874	g30167	575	529	351	186	248	0	+1/+1	529	575	324	175	235	0	+1/+1	459	1e-95	6	437	2e-95	5
SpisGene2875	g41397	804	468	141	69	94	0	+2/+1	468	804	198	95	137	0	+1/+2	169	3e-27	3	236	3e-41	4
SpisGene2876	g41396	928	676	257	134	182	0	+1/+1	676	928	257	134	182	0	+1/+1	320	4e-53	6	322	8e-54	6
SpisGene2877	g41395	1997	645	93	46	66	0	+1/+1	645	1997	98	48	72	0	+1/+1	126	4e-07	4	128	2e-08	4
SpisGene2878	g41391	997	584	70	40	54	0	+1/+1	584	997	84	52	66	0	+1/+1	105	3e-14	2	136	2e-17	3
SpisGene2879	g41390	827	824	828	690	742	0	+3/+3	824	827	828	690	742	0	+3/+3	1564	0.0	2	1607	0.0	2
SpisGene2880	g41428	263	140	106	77	90	0	+1/+1	140	263	102	74	87	0	+1/+1	194	2e-43	2	189	3e-42	2
SpisGene2881	g41431	1026	556	508	293	379	0	+1/+3	556	1026	495	293	369	0	+1/+2	711	0.0	2	727	0.0	3
SpisGene2883	g41433	646	478	466	417	447	0	+2/+1	478	646	466	417	447	0	+1/+2	996	0.0	1	996	0.0	1
SpisGene2884	g64067	482	448	410	410	410	0	+2/+1	448	482	411	411	411	0	+1/+2	1002	0.0	2	1004	0.0	2
SpisGene2886	g41437	675	584	545	377	453	0	+1/+1	584	675	564	376	455	0	+2/+2	904	0.0	5	917	0.0	5
SpisGene2887	adi2mcaRNA3793_R0	338	469	239	186	205	0	+1/+1	469	338	229	183	198	0	+1/+1	466	8e-105	5	458	3e-102	5
SpisGene2889	g6758	126	125	96	79	86	0	+1/+1	125	126	96	79	86	0	+1/+1	205	5e-53	1	205	4e-53	1
SpisGene289	g58552	893	541	350	254	292	0	+1/+1	541	893	354	256	295	0	+1/+1	555	6e-142	3	552	2e-141	3
SpisGene2890	adi2mcaRNA32959_R3	468	680	414	292	349	0	+1/+1	680	468	414	292	349	0	+1/+1	664	0.0	1	672	0.0	1
SpisGene2892	g6751	204	249	196	149	168	0	+1/+1	249	204	196	149	168	0	+1/+1	379	4e-105	1	379	4e-105	1
SpisGene2893	g6745	1033	1158	985	853	907	0	+1/+1	1158	1033	1008	862	919	0	+1/+1	1976	0.0	5	2014	0.0	5
SpisGene2894	g2555	1173	811	462	262	337	0	+1/+1	811	1173	408	237	306	0	+1/+1	634	2e-151	5	589	1e-132	6
SpisGene2896	g58326	107	93	94	50	66	0	+3/+2	93	107	94	50	66	0	+2/+3	145	2e-20	4	145	8e-21	4
SpisGene29	g22994	522	298	290	219	248	0	+3/+1	298	522	290	219	248	0	+1/+3	528	1e-131	4	529	5e-132	4
SpisGene290	g58549	1110	503	365	265	306	0	+2/+1	503	1110	410	297	342	0	+1/+2	645	5e-162	4	701	6e-172	6
SpisGene2903	g30313	870	616	569	342	434	0	+3/+1	616	870	535	323	403	0	+1/+3	820	0.0	5	793	0.0	4
SpisGene2904	g43706	989	853	792	691	748	0	+1/+1	853	989	781	680	737	0	+1/+1	1610	0.0	4	1555	0.0	4
SpisGene2905	g43707	192	107	82	59	69	0	+2/+1	107	192	82	59	69	0	+1/+2	147	3e-35	1	126	2e-29	1
SpisGene2906	g43710	750	396	292	180	226	0	+1/+1	396	750	285	177	221	0	+1/+1	430	1e-107	3	448	3e-113	3
SpisGene2907	g43711	203	203	182	164	177	0	+1/+1	203	203	182	164	177	0	+1/+1	369	1e-95	2	371	3e-96	2
SpisGene2908	g43712	514	514	405	367	382	0	+1/+1	514	514	414	364	387	0	+1/+1	805	0.0	2	836	0.0	4
SpisGene2909	g43714	354	419	241	162	200	0	+1/+1	419	354	241	162	200	0	+1/+1	388	2e-101	2	416	1e-109	2
SpisGene291	g58548	1293	580	579	420	463	0	+1/+3	580	1293	547	404	442	0	+3/+1	948	0.0	3	929	0.0	5
SpisGene2910	g43720	507	435	435	384	411	0	+1/+1	435	507	435	384	411	0	+1/+1	943	0.0	1	943	0.0	1
SpisGene2911	g43722	894	769	674	429	535	0	+1/+1	769	894	644	418	520	0	+1/+1	1008	0.0	6	1099	0.0	8
SpisGene2912	g43723	1008	807	697	521	595	0	+2/+1	807	1008	728	526	607	0	+1/+2	1276	0.0	5	1257	0.0	4
SpisGene2913	adi2mcaRNA3762_R0	3554	2424	1886	1110	1447	0	+1/+1	2424	3554	1967	1144	1508	0	+1/+1	2817	0.0	24	2896	0.0	23
SpisGene2914	g43729	738	553	453	290	354	0	+2/+1	553	738	453	290	354	0	+1/+2	710	0.0	2	710	0.0	2
SpisGene2915	g43730	324	322	295	252	277	0	+1/+1	322	324	313	263	293	0	+1/+1	596	7e-164	2	648	0.0	1
SpisGene2916	g43731	577	410	407	315	365	0	+2/+1	410	577	386	304	349	0	+1/+2	766	0.0	2	743	0.0	2
SpisGene2917	g43732	445	187	166	125	149	0	+1/+1	187	445	183	140	165	0	+1/+1	284	4e-70	2	347	9e-96	1
SpisGene2918	g43733	280	280	280	251	265	0	+1/+1	280	280	280	251	265	0	+1/+1	609	3e-174	1	609	2e-174	1
SpisGene2919	g43734	952	1033	491	298	376	0	+1/+1	1033	952	485	269	365	0	+1/+1	714	4e-144	10	633	6e-132	8
SpisGene292	g58546	568	464	332	301	322	0	+1/+1	464	568	332	267	298	0	+3/+3	767	0.0	3	678	8e-180	3
SpisGene2920	g43735	465	382	318	210	257	0	+2/+1	382	465	336	224	272	0	+1/+2	534	2e-143	3	532	1e-148	2
SpisGene2921	g43736	401	423	323	210	255	0	+1/+1	423	401	279	192	226	0	+1/+1	461	8e-98	6	450	3e-94	6
SpisGene2922	g43737	1402	1345	1169	877	1034	0	+1/+1	1345	1402	1175	880	1030	0	+1/+1	2112	0.0	5	2040	0.0	7
SpisGene2923	adi2mcaRNA3704_R0	370	177	130	114	124	0	+2/+1	177	370	157	135	146	0	+1/+2	282	2e-69	2	276	4e-68	2
SpisGene2924	g53765	1304	1133	962	598	738	0	+1/+1	1133	1304	981	607	749	0	+1/+1	1500	0.0	10	1506	0.0	9
SpisGene2925	g53764	762	458	394	273	332	0	+1/+1	458	762	394	273	332	0	+1/+1	692	0.0	2	692	0.0	2
SpisGene2926	g53763	181	228	178	153	164	0	+1/+1	228	181	159	139	146	0	+1/+1	362	3e-93	2	331	1e-83	2
SpisGene2927	g53762	197	129	103	84	96	0	+3/+1	129	197	129	105	120	0	+1/+3	220	3e-51	2	268	4e-72	1
SpisGene2928	g53761	1255	675	572	420	497	0	+1/+3	675	1255	613	449	532	0	+3/+1	1043	0.0	4	1089	0.0	2
SpisGene2929	g53760	121	118	121	84	103	0	+1/+1	118	121	121	84	103	0	+1/+1	221	7e-52	2	221	5e-52	2
SpisGene293	g58537	615	861	388	241	304	0	+1/+1	861	615	373	233	293	0	+1/+1	600	1e-158	3	558	5e-146	3
SpisGene2930	adi2mcaRNA3692_R0	364	367	325	224	268	0	+1/+1	367	364	325	224	268	0	+1/+1	592	2e-156	3	592	2e-156	3
SpisGene2931	g53758	357	358	310	242	280	0	+1/+1	358	357	330	255	295	0	+1/+1	630	7e-174	2	664	0.0	1
SpisGene2932	g62624	902	490	442	304	355	0	+1/+3	490	902	482	412	448	0	+1/+2	722	0.0	4	999	0.0	2
SpisGene2933	g62625	208	97	97	78	90	0	+1/+1	97	208	97	78	90	0	+1/+1	191	2e-48	1	191	5e-49	1
SpisGene2934	g62627	353	362	285	195	217	0	-2/-2	362	353	275	190	211	0	-2/-2	449	4e-108	4	440	2e-105	4
SpisGene2935	g62628	1835	970	870	709	787	0	+1/+1	970	1835	834	701	770	0	+1/+1	1638	0.0	4	1697	0.0	5
SpisGene2940	g7187	1330	671	641	490	563	0	+1/+1	671	1330	627	485	553	0	+1/+1	1219	0.0	3	1189	0.0	2
SpisGene2941	g34418	1122	654	651	524	591	0	+1/+1	654	1122	651	524	591	0	+1/+1	1279	0.0	3	1270	0.0	3
